video,laughter_start,laughter_end,laughter_value,start_segment_s,end_segment_s,start_segment_frame,end_segment_frame,number_of_words,list_of_words_separated_by_spaces
GaryGulman1,182,184,0,175,182,5251,5460,22,DonnieDonnaLiebermanisbacktohishomethoughtDonniewasthewisecrackingsecretaryeverynineteenseventiesofficehadawise
GaryGulman1,186,187,0,184,186,5521,5580,5,dottythoughthewasa
GaryGulman1,193,197,0,187,193,5611,5790,23,youifshewasn'trealhotticketbodylistenwentonhesaidtheysaidDonniereadtheminutesthathowdotis
GaryGulman1,199,210,0,197,199,5911,5970,7,andshegoesyoumeantheminute
GaryGulman1,213,215,0,210,213,6301,6390,12,we'regonnadowithyoumy****tomakemeamartini
GaryGulman1,217,218,0,215,217,6451,6510,2,you'reincorrigible
GaryGulman1,219,220,0,218,219,6541,6570,1,Randy
GaryGulman1,223,224,0,220,223,6601,6690,7,shesaidonitsholidaysyoumoron
GaryGulman1,228,229,0,224,228,6721,6840,13,ittoDonnybutyouknowShakespeareyouknowtheholidaysthat'sa
GaryGulman1,236,238,0,229,236,6871,7080,27,%HESITATIONAlaskaALAlabamaaawedidusethatwhenweyourbossintheBostonguysnotabigdealwillcomebacktoit
GaryGulman1,242,246,0,238,242,7141,7260,9,certainlynotgonnahappentwentysevenmoretimesforeshadowing
GaryGulman1,251,256,0,246,251,7381,7530,13,sowhat'snextArizonaaaretherewegobackontracknext
GaryGulman1,262,265,0,256,262,7681,7860,21,willcomebacktoit'snotgonnahappenagainwhat'snextCaliforniaCAtherewegonextColoradoCOmomentumConnecticut
GaryGulman1,268,273,0,265,268,7951,8040,5,wearescrewedsomebodyneeds
GaryGulman1,280,282,0,273,280,8191,8400,17,bythetimewegottoMaineMarylandMassachusettsfallbyMichiganMinnesotaMississippiMissourishotswere
GaryGulman1,290,298,0,282,290,8461,8700,29,wereateachother'sthroatstheydidwhatanysavvybusinesswoulddothehardaconsultanttheybroughtinacontractorsorrynotanotacontracta
GaryGulman1,302,303,0,298,302,8941,9060,12,whomadewordsmallerbycombiningthemorpastathisguywas
GaryGulman1,303,306,0,300,303,9001,9090,8,pastathisguywasthisguywasthe
GaryGulman1,310,314,0,303,310,9091,9300,22,hewasalegendwithinthatworldlikeyouwouldn'tknowhisnameRenoisworklikehewrotesuchtimelessclassics
GaryGulman1,317,318,0,314,317,9421,9510,14,manyyearsagohewouldsixnineoftheclockit'stenofthe
GaryGulman1,319,323,0,318,319,9541,9570,5,wedon'tneedthefor
GaryGulman1,325,338,0,323,325,9691,9750,5,thatwithaskycom
GaryGulman1,342,343,0,338,342,10141,10260,12,noSirwould'vecould'veshould'vetheholyTrinityofregretyouwrote
GaryGulman1,347,349,0,343,347,10291,10410,16,wroteaveryveryinnovativewe'dofyoulookthatwewouldhaveIknewthat
GaryGulman1,358,300,1,349,358,10471,10740,30,wasnotwithoutcarsyoualsowrotethemostcalmMarshallofalltimeherowon'twe'llseehowyoucanabbreviatewillnotnotsingleouthesaidwatching
GaryGulman2,9,12,0,0,9,1,270,25,Ijustwantedtosharewithyoua%HESITATIONromantictechniquethatthat'sreallyenhancemyrelationshiplately%HESITATIONmygirlfriendI'vebeenbeenroleplaying
GaryGulman2,16,18,0,12,16,361,480,12,it'sfungivenIshewasasecretaryofhousingandurban
GaryGulman2,20,22,0,18,20,541,600,5,andIwasIwas
GaryGulman2,28,30,0,22,28,661,840,19,therewasthatstatusthingsshewasmybossandIIdon'tfeelshepushedheragendaenough
GaryGulman2,38,40,0,30,38,901,1140,16,myfavoriteoneis%HESITATIONprofessorandseniorwhoneedstopassmyclasstograduate
GaryGulman2,47,48,0,40,47,1201,1410,22,soI'maprofessorataprestigiousNewEnglanduniversityandmygirlfriendisaseniorinmyintrotowesternset
GaryGulman2,50,54,0,48,50,1441,1500,9,Iknowwhywhyshouldaseniorinthe
GaryGulman2,56,62,0,54,56,1621,1680,7,someB.S.abouttransferringinmid
GaryGulman2,63,67,0,62,63,1861,1890,5,youseemlikeagood
GaryGulman2,72,74,0,67,72,2011,2160,14,hecomestomyofficehoursMondayWednesdaythreetofiveandbyappointment
GaryGulman2,82,84,0,74,82,2221,2460,22,IshouldwearveryrevealingtanktoplittleskirthighheelsIknowsumsupI'mamorninArgylesweaterofan
GaryGulman2,87,89,0,84,87,2521,2610,10,herbrownloaferswiththebelttomatchIlook
GaryGulman2,93,96,0,89,93,2671,2790,17,alittlebitofCologneonnotsomuchaswaftingoffintothedean'sreceptionarea
GaryGulman2,105,115,0,96,105,2881,3150,21,shesaysareexcusemeMisterLewisIcanusemyreallastnameatthiscollegebecausetheydon'thire
GaryGulman2,117,122,0,115,117,3451,3510,4,somethingI'lladdressWednesday
GaryGulman2,123,125,0,122,123,3661,3690,2,it'sgo
GaryGulman2,133,134,0,125,133,3751,3990,32,IsaysexcusemeprofessorLouishighIthinkIwouldbeindangeroffailingyourintrotowesternsevenIjustwantyouknowwillingtodoanythingtopass
GaryGulman2,136,139,0,134,136,4021,4080,5,saidanythingandshesent
GaryGulman2,143,145,0,139,143,4171,4290,21,soIIlooktomyrankbookininsureenoughshe'sgoingtohavetopulloutallthe
GaryGulman2,153,158,0,145,153,4351,4590,22,getthemidtermandfinalshegotafiftysevenonthemidtermwhatwhatwasthemeetinggreatgood
GaryGulman2,163,166,0,158,163,4741,4890,27,eightythreethekidsaprettygoodonthisonesortofwhataremysamesayingevenwiththetermIdon'thavealotof
GaryGulman2,176,177,0,166,176,4981,5280,32,butalotoftimesifyouifyoushowuptoclassandyouandyouparticipateaboveallpassitupundergreatupI'mI'mstrictbutI'mfair
GaryGulman2,182,191,0,177,182,5311,5460,15,sortofmyraponcampussoyougotyougotLewisyeahstrictpretty
GaryGulman2,193,199,0,191,193,5731,5790,4,hadtheflufor
GaryGulman2,205,206,0,199,205,5971,6150,9,soIsaidO.obviouslyherattendanceisabysmal
GaryGulman2,211,212,0,206,211,6181,6330,20,theonlytimesheraiseourhandstaskisgoingtobeonthetestyouknowoneofthose
GaryGulman2,215,216,0,212,215,6361,6450,10,%HESITATIONsoIsaidhoneyfilledoutalittleextra
GaryGulman2,224,226,0,216,224,6481,6720,11,soyeahgonnagivemesomeextracreditIwouldlove
GaryGulman2,230,232,0,226,230,6781,6900,12,IsaidI'llgiveyoumoreextracreditthanyoucanhandle
GaryGulman2,237,239,0,232,237,6961,7110,13,andshesaidIbelieveIcantakeeveryinchoftheirextra
GaryGulman2,242,248,0,239,242,7171,7260,9,Isaidthat'snothowwemeasureextracredit
GaryGulman2,250,253,0,248,250,7441,7500,8,knowwhattheydidatUMassbuthere
GaryGulman2,261,263,0,253,261,7591,7830,28,herewegobypagesI'dlikeyoutowriteatwelvepagepaperontheindustrialrevolutionoranequallybroadtopicofyourchoicestrictbut
GaryGulman2,271,272,0,263,271,7891,8130,15,andifyougetasevenorbetteronthefinalApachehesaidI
GaryGulman2,275,276,0,272,275,8161,8250,2,allthe
GaryGulman2,279,281,0,276,279,8281,8370,7,saidnonoit'syouthatdoesn't
GaryGulman2,286,294,0,281,286,8431,8580,12,atwelvepagepaperfallswithintherealmofanythingit'sit
GaryGulman2,297,300,1,294,297,8821,8910,7,notbythistimemygirlfriendis
GaryGulman2,303,305,1,300,303,9001,9090,4,butshesaid%HESITATION
GaryGulman2,311,312,1,305,311,9151,9330,14,GarywecanhavesexinmygoshIjustputonmypajamas
GaryGulman2,314,316,1,312,314,9361,9420,3,shebrokecharacter
GaryGulman2,318,319,1,316,318,9481,9540,3,Iwasfurious
GaryGulman2,322,324,1,319,322,9571,9660,8,it'sfinalsweekamidwinnerArgylesweaterI'm
GaryGulman2,329,332,1,324,329,9721,9870,20,shewantstoknowwegonnahavesexwhoheadsareyougoingtobuckledownandstopwastingyour
GaryGulman2,336,339,0,332,336,9961,10080,17,andIrealizedatthatpointIIdidn'twanttohavesexwithherIwanted
GaryGulman2,341,344,1,339,341,10171,10230,8,andshewenttobedIcancarry
GaryGulman3,13,17,0,0,13,1,390,35,IgotakindleI'mveryexcitedaboutIIdownloadedalikeafivehundredpagebookintensecondswhichblewmeawayImeancomparativedeliverysystemIgrewupwiththe
GaryGulman3,21,22,0,17,21,511,630,13,tookmetendaystogetmymomtowriteoutacheck
GaryGulman3,24,26,0,22,24,661,720,7,tenbusinessdaysthatwasapolicy
GaryGulman3,32,34,0,26,32,781,960,20,theyyouwouldbringinthecheckthelastFridayinSeptembertheydeliveredthebooksenioryearofhigh
GaryGulman3,37,38,0,34,37,1021,1110,7,Igotmydiplomaandthesame
GaryGulman3,40,41,0,38,40,1141,1200,5,Ifeelmyverbalsuffered
GaryGulman3,51,55,0,41,51,1231,1530,24,myparentsarefromthethegreatestgeneration%HESITATIONthey'rethey'reamazingthey'dsurviveWorldWartwotheGreatDepressionapolioepidemicpulp
GaryGulman3,58,63,0,55,58,1651,1740,3,unregulatedunlimitedcalled
GaryGulman3,65,67,0,63,65,1891,1950,6,thenwecamealongtookone
GaryGulman3,71,72,0,67,71,2011,2130,8,whatwasthatthere'sthere'sorangeinmy
GaryGulman3,74,75,0,72,74,2161,2220,2,dosomething
GaryGulman3,77,78,0,75,77,2251,2310,5,andtheydidTropicanarolled
GaryGulman3,88,93,0,78,88,2341,2640,28,gotridofallthepaparazzithepopeisgoneyoucrazypeopleareyouhappythepopeisgonethere'snomorePaulareyouhappynow
GaryGulman3,99,101,0,93,99,2791,2970,21,muchtruthvillagessomePopenoepincherpopeadashofallbutIdoknowwillwhineuntilyougeta
GaryGulman3,112,116,0,101,112,3031,3360,28,that'swhatwedowewindeverythingintoperfectionphonemymyparentshadaverydifferentexperiencewithaphonythat'sgoodthievestotalktopeople
GaryGulman3,121,132,0,116,121,3481,3630,10,tomethephoneisthistheseldomusedapp
GaryGulman3,134,135,0,132,134,3961,4020,8,youifyouuseitonmeoh
GaryGulman3,143,145,0,135,143,4051,4290,21,howdareyouIamfuriouswhenIgetaphonecallyouyoutextmefirstissuefromeventaking
GaryGulman3,147,148,0,145,147,4351,4410,5,youbackwiththewindow
GaryGulman3,165,168,0,148,165,4441,4950,46,butwewearerelentlesswithhowwewantthephonetobebetterlikewealsowewantallourmusicallmusiconthephoneyouyouwantallyourmusicthephonenoI'msorryIImisspokewewantalltheall
GaryGulman3,172,174,0,168,172,5041,5160,5,songeveronourphone
GaryGulman3,178,183,0,174,178,5221,5340,10,looklikewhatareyouwillingtopayforthat
GaryGulman3,185,190,0,183,185,5491,5550,4,thingmyoffersthis
GaryGulman3,199,204,0,190,199,5701,5970,26,hasmadeusmorecomfortableyeahlaysherecertainlyIdidthelatestthingtheothernightIIboughtthemoviethatIownon
GaryGulman3,206,208,0,204,206,6121,6180,9,justsoIwouldn'thavetogetoutof
GaryGulman3,211,213,0,208,211,6241,6330,5,mymyDVDcollectionis
GaryGulman3,216,219,0,213,216,6391,6480,12,butmyreasoningwasnothomeI'mnotgonnabeableto
GaryGulman3,223,224,0,219,223,6571,6690,9,IcouldyouknowwhataShawshankredemptionis
GaryGulman3,227,232,0,224,227,6721,6810,8,isunderfifteendollarsonItunesI'm
GaryGulman3,254,255,0,232,254,6961,7620,73,IandIandIwasthrilleddownloadsimmediatelyIwatcheditIenjoyeditsomuchthatIImadethemistakeoftellingmyolderbrotherwho'samiserandandhewasoutragedgetoutwhenyoudon'tgetwhatfromBostonsoyouhavethataccentyeahwedon'tgetwhatyoudoingbuyingamovieyoualreadyownforfifteendollarskidwhatareyoudoingpoundguy
GaryGulman3,262,263,0,255,262,7651,7860,19,whatareyoudoingherebutit'sfewdollarswepickedhimnotaddsupguyitaddsup
GaryGulman3,275,283,1,263,275,7891,8250,29,fifteendollarsherefifteendollarsthataddsupaddsupnotmyphilosophyletmetellyousomethingandpayattentionbecausethisistrueitonlyaddsup
GaryGulman3,286,289,0,283,286,8491,8580,8,willneverbefifteendollarsawayfromyour
GaryGulman3,292,293,0,289,292,8671,8760,6,fifteendollarsawayfromowningShawshank
HelenHong1,13,14,2,0,13,1,390,31,IamreallyreallyexcitedbehereItookthewholenightoftengettingmanicuresthewholenightonI'mseriousnopantiesnonothingandsoIwasraisedby
HelenHong1,23,24,2,14,23,421,690,20,Iknowit'sashockerAsiansiskindalikebeingraisedbywolvesIbutwithlesscompassionandunderstanding
HelenHong1,36,38,2,24,36,721,1080,50,isadeckshoesinabagresident%HESITATIONandshewashottoyouwhichmadeitmoreannoyingyouknowshe'slikealwaysbeenasperfectsizezerototallyskinnyanawesomeIthinkwhichwaspregnantyougotallthewayuptoasizetoolike
HelenHong1,45,46,2,38,45,1141,1350,18,meanwhileIwasreallychunkyisateenagerandseeshe'stosaythingslikeallhiddenN.
HelenHong1,48,49,2,46,48,1381,1440,7,ittoobadwecannotshipClaude
HelenHong1,53,54,2,49,53,1471,1590,11,youbetbecauseIdidnotbeshapedlikeattractsthe
HelenHong1,57,58,2,54,57,1621,1710,7,intheU.shebackupPaulBahn
HelenHong1,71,77,2,58,71,1741,2130,31,oneoftheteammyparentsareverystrictuptightimmigrantsI'vehadoneconversationaboutsexinmyentirelifewithmyparentshereitisreadyguiltnot
HelenHong1,96,97,2,77,96,2311,2880,61,thewaytheylearnedaboutsagswasactuallybywatchingdaytimesoapoperaslikedaysofourlivesandguidinglightsandtheyactuallyshowsexonthoseshowsyouknowtheyshowthebeforeandtheaftersagssountilIwasfourteenIthoughtsexwaswhenyoulayinbedwithsomeonewiththesheetuptohere
HelenHong1,107,108,2,97,107,2911,3210,25,Ididn'tknowthereisstuffgoingonunderneaththesheetIjustthoughtthatshewasthesaxsoImeanthatalonegoing
HelenHong1,122,123,2,108,122,3241,3660,6,nowI'mnotyoujustlike
HelenHong1,148,149,2,123,148,3691,4440,59,it'sprettyyeah%HESITATIONmyparentshavebeenmarriedforafortyyearsyeahIknowyeahthankyouthankyoubutyoushouldn'tclapbecausetheyholdeachandandIabsolutelydespiseeachotherbuttheiroldschoolAsianstherenevergettingdivorcedthey'retotallyduginIdisappointtheirjustfriendshewasgonnadiefirms
HelenHong1,168,171,2,149,168,4471,5040,43,yessoit'sfunnybecausethey'reoldschoolimmigrantsbuttheheateachotherwhichmakestheirnaggingveryschizophrenicyouknowbecausemostthetimethey'llnaglikeeveryotherKoreanparentsarelikehotlineNattyequityandpackedupmyhouse
HelenHong1,178,179,2,171,178,5131,5340,19,everyonceinawhilethingsgetsobadbetweenthemthatthey'relikehandanddoingabombManny
HelenHong1,181,182,2,179,181,5371,5430,2,yeahyeah
HelenHong1,195,196,2,182,195,5461,5850,28,theylookateachotherandIGNifyou'veneverseenanelderlyAsiancouplehissingateachotherit'saquickentrylimitsAlliagetmoneystocks
HelenHong1,213,214,2,196,213,5881,6390,50,IwanttosharesomethingaboutAsiancultureAsiansareverysuperstitiousandallthesuperstitionsmeanyou'regonnadieFranceiswhistlingisbadluckifyou'reAsianandwhistlingyou'renotgonnamakeitothernumberfourisverybadluckifyoustartseeingthingsenforcedat
HelenHong1,232,240,2,214,232,6421,6960,28,IusedtoknowthisourAsiangirlincollegeonedayIstartedwritinghernameandredpenherbandshegoessoIstabbedher
HelenHong2,7,9,1,0,7,1,210,2,that****
HelenHong2,12,17,1,9,12,271,360,0,
HelenHong2,23,24,1,17,23,511,690,19,hereIhopeyouguyslaughalotbecausebemakingwaymoremoneygivingyeahthingsrightnow
HelenHong2,39,46,1,24,39,721,1170,42,rightgentlemanI'mkiddingI'mnotasexworker%HESITATIONbutIamsingleandIgethitonalotbytwentytwoyearoldswhichisveryflatteringbutI'mwayolderthanalockIameightysevenyears
HelenHong2,50,53,1,46,50,1381,1500,6,peopleandAsianpeoplelookyoung
HelenHong2,55,57,1,53,55,1591,1650,8,youneedtomoisturizeIdon'tknowwhat's
HelenHong2,59,62,1,57,59,1711,1770,4,riceandmakecream
HelenHong2,68,71,1,62,68,1861,2040,11,blackpeoplehaveareallycoolthingblackdon'tcrackright
HelenHong2,84,88,1,71,84,2131,2520,32,theyalwayslookyounglikelookArseniohallheisthetextbookdefinitionofblackthoughcrackgreatAsianpeopledon'thaveacoolsayingsoIwroteonerightstaysnice
HelenHong2,99,100,2,88,99,2641,2970,26,youguysbeenyouthatIwroteitIamI'mdoingonlinedatingitisreallygreatifyouneedareasontokillyourself
HelenHong2,114,116,2,100,114,3001,3420,50,IamanicegirlandtrytomeetaniceguyonlineyouknowallstartchattingwithaguyandifheseemsniceIgivemynumbertoyouwhatthenextthingthathappensisafteragiveadimeanumberBernieonmyphone
HelenHong2,119,122,2,116,119,3481,3570,3,unwanted****on
HelenHong2,134,138,2,122,134,3661,4020,24,onmymobiledevicehowthenishowdoyougofrombeingnicetomeetyoutoosheneedsapictureofmy
HelenHong2,151,153,2,138,151,4141,4530,28,%HESITATIONthe****pictureisIactuallydon'tmindadecentcrotchIreallydon'tit'sthatIneverreceiveda****picturewithasizecomparisonobject
HelenHong2,173,177,2,153,173,4591,5190,49,youcansendmeaphotoofa****withnothingelseinthephotowhendealingwithisthreeinchesisthatthirteenincheshowmightknowdousafavorguysandputaredballcannexttoitnbatvbothheanditseemedreally
HelenHong2,180,181,2,177,180,5311,5400,10,athickergentlemenyouwanttouseacokecan
HelenHong2,194,195,2,181,194,5431,5820,18,ifyou'reblackatwoliterbottlenmhgthingsandletusknowwhatwe'reworkingwithrainn
HelenHong2,199,200,2,195,199,5851,5970,10,becauseamanwithoutalegendisjustasure
HelenHong2,222,226,2,200,222,6001,6660,48,ifIamoriginallyfromNewYorkCityyeahImovedtoLosAngelestwoyearsagotobecomeafamousactressandI'mlearninghowracistHollywoodisonlygotitsoracisthereIIrecentlyauditionedtoplaytheroleofgoldendragonrestaurantlady
HelenHong2,236,237,2,226,236,6781,7080,24,ofthecharactergoldendragonrestaurantladyshehadonelineandthelinewasbeefandbroccolicombonumbertwowiththatrole
HelenHong2,259,260,2,237,259,7111,7770,46,sothat'swhyIsaiditandtheywerelikeroomreallyniceHellentrythatagainasifEnglishwasnotyourfirstlanguageandeachdiplomaticwayofsayingAsianetABgirlgooldschoolwithinminedoesspeakbangthatconyouknow
HelenHong2,267,268,2,260,267,7801,8010,16,likeevenaswellhavesaidandasifyouweretheconcubineofarice
HelenHong2,273,275,2,268,273,8041,8190,12,teachyoubeganasifyouownedacombinationhavebocceslash
HelenHong2,281,285,2,275,281,8251,8430,8,thenitiftheydidanythingArabfavorite
HelenHong2,288,289,2,285,288,8551,8640,1,why
HelenHong2,309,317,2,289,309,8671,9270,25,youaskedforitI'llgiveittoyouIwentoverthetopItransformedintoapsychoticKoreangrandmotherIwaslikeokay
JackieKashian,2,5,2,0,2,1,60,2,recentlymarried
JackieKashian,19,20,2,5,19,151,570,46,mostcomicsdiealoneweepingsoftlyintoacrackedmirrorandsoIamabeaconofhopeandthat'swhyitisexcitingandIdoextendcompanyforeverforeversincewomencomicswouldgetstagetimerightbeforetheywereburnedasa
JackieKashian,23,24,2,20,23,601,690,10,backinthesixteenhundredsIopenedforHesterPrynne
JackieKashian,29,32,2,24,29,721,870,14,shouldatightfamilyaregoingwasgreatandImarriedamanI
JackieKashian,36,37,2,32,36,961,1080,10,killpeoplebecauseyouknowthinksI'mgayalmosteveryone
JackieKashian,39,41,2,37,39,1111,1170,5,could'vebeenwenttocollege
JackieKashian,57,58,2,41,57,1231,1710,60,%HESITATIONImetmyhusbanddoingonlinedatingIloveonlydatingbecauseit'saflippantdropdownmenuoptionIamawomanlookingforamantodatetepidtaptaptapyouexchangedemailsyoudashofftoStarbucksyoulookateachotherforthefirsttimeandwhenitgoesnononoIafter
JackieKashian,64,66,2,58,64,1741,1920,19,andyoudoitagainandagainandagainuntilyoumeetsomeonewhoisn'thorrifiedbyourinitial
JackieKashian,77,79,2,66,77,1981,2310,39,thatromanticandmyhusbandmakesvideogamesforalivingyeahyeahIknowIwaslikehowdidyougetthatjobhesaysit'sprobablyobviousIgotthejobIfoughtmywaythroughseveral
JackieKashian,81,83,2,79,81,2371,2430,6,youknowIkilledthebooks
JackieKashian,94,100,2,83,94,2491,2820,38,yesandIrecommendItellpeoplegowelltheguywhoplaysvideogamesgogocollectactionfiguresandreadscomicbooksgooutwiththatguymarriedthatguybecausethatgoeshomerightnow
JackieKashian,105,107,2,100,105,3001,3150,17,organizesactionfigurestokeepsomeofthepipetokeepsomeofthepollit'snice
JackieKashian,122,124,2,107,122,3211,3660,47,designerrighttoplayanygamethatyouwannaplaypaperscissorsrockcardgamesboardgamesvideogamesdressuplikeanelfgoawayfortheweekenddidskippedmorethanoncewhenwewereorganizingourweddinghereferredtoouroutfitsascostumes
JackieKashian,126,128,2,124,126,3721,3780,6,piratesandtakeoveranotherwedding
JackieKashian,137,138,2,128,137,3841,4110,32,sayingthatthatwouldnothavebeenfunIamsayingIamnotorganizingtoweddingscrazymanandhe'slikewhywouldwehavetoorganizeasecondoneare
JackieKashian,151,152,2,138,151,4141,4530,44,honeymoonanywantedustogetmatchingtattoosandI'mI'mnottechtopeopleIwantatattooIsaidinsteadoftattooswhatwedoitallpeopledoinWisconsinwhereI'mfromwhentheytravelwhichiscollectthosespoons
JackieKashian,155,156,2,152,155,4561,4650,11,hesaidallmygodlet'sgettattoosofthosewho
JackieKashian,161,163,2,156,161,4681,4830,19,we'dgetacabinettattooedonourbacksandthateverywherethatwetravelwillgetadifferentschool
JackieKashian,168,169,2,163,168,4891,5040,13,foroneIwaslikewellIwouldrathergetapleacollect
JackieKashian,201,203,2,169,201,5071,6030,115,RhodeIslandandIliveherewelivehereinLosAngelesandbeforegoingtolimitmakeanannouncementIloveanimalswillofanimalspeopleoranimalsallofpeople%HESITATIONwinnersakidinWisconsinifyouhaveanolddogwereverysickcatyouwouldsadlyverysadlyputthedogdownputthecattosleepinthatdogorcatwouldgotohappydogorcatheavenandyouwouldgotothepoundgetanewdogknowsthecircleoflifeitwasverybeautifulandthatisn'thappeningincrazyLosAngeleslandwherepeoplelikeallthecatsonlyseventeenwe'regonnaget
JackieKashian,227,228,2,203,227,6091,6810,85,areyoufriendofminewasacatthat'stwentyonetwentyoneyearsoldandinadditiontotheplethoraofotherproblemsthatthiscathastogetcannotmoveitnowhasdiabetesandsoshehastoshootuptwicetodayyouknowwhatthatistitleforanewcatdaywhydoyougettocatchyoudon'thavetodoanythingthat'swhereyougetacatbecauseitprovesaboxandyougotoworkthree
JackieKashian,231,237,2,228,231,6841,6930,10,catmedicineforthiscaptainwhatthatisthreethousand
JackieKashian,242,244,2,237,242,7111,7260,18,thepeoplegivemeIthinkwhatreallysoyoulikeanimalslikenoIdon'tlikeyou
JackieKashian,257,258,2,244,257,7321,7710,48,butyoupickyougetfifteentwentyyearsthat'sallyougetIdidmakethatruleifyouwouldlikemorethanthatpleasedonotgetacatoradogturtleturnedallturnedontinyjournalhadtotocarryaroundyourcreepyParis
JackieKashian,267,268,2,258,267,7741,8010,24,likethirtyyearsagoliftitsheadupadoorcablegianttortoiseIcanwalkslowlyaroundyourbackyardforthreehundredyears
JackieKashian,271,272,2,268,271,8041,8130,5,aburdenonyourdescendants
JackieKashian,283,275,2,272,283,8161,8490,34,we'regoingtoeatbreakfasthereinLosAngelesrejectedmybreakfastpleasersananimalIcareclinicjustIcarearejustfortheanimalsIdon'thaveinsurancelet'sgetmittenssome
JackieKashian,287,288,2,275,287,8251,8610,27,pleasersananimalIcareclinicjustIcarearejustfortheanimalsIdon'thaveinsurancelet'sgetmittenssomecontactsbetternowournow
JackieKashian,291,292,1,288,291,8641,8730,4,arenowfornow
JackWhitehall1,2,4,1,0,2,1,60,0,
JackWhitehall1,11,12,1,4,11,121,330,25,goodsandIlovethecitybecausethisistheonlycityintheworldwhereyouareasgrumpyasweareinBritain
JackWhitehall1,16,17,1,12,16,361,480,15,yougetofftheplaneit'snoteventheguystompingthepausefoodswas
JackWhitehall1,26,31,1,17,26,511,780,21,woulddenyhewaslikewhatisyouroccupationIwaslikecomedianweusefunnyisJerrySeinfeld%HESITATIONno
JackWhitehall1,47,48,1,31,47,931,1410,51,useajuryyoudrinklikewedobringthat'sgreatnolikeLAIwentandIIhadsentencesI'veneverheardbeforeinmylifesentenceslikeohmygoddidyouseeLarryLarryhadfourglassesofwinewithdinnerIthinkLarrymaybean
JackWhitehall1,56,57,1,48,56,1441,1680,25,whilefullglassesofwinewedidyouknowthatyou'reanalcoholicfullglassesofwinewithdinnerinBritainyou'llthedesignateddriver
JackWhitehall1,66,68,1,57,66,1711,1980,8,Ididn'tknowLawrenceistheotherday
JackWhitehall1,72,73,1,68,72,2041,2160,7,thisishereinthebedroomright
JackWhitehall1,77,78,1,73,77,2191,2310,12,inthebedroomItobeaswiftsilentandclinicalprocedure
JackWhitehall1,84,85,1,78,84,2341,2520,20,wheneverIdotooalwaysitisoftenacaketheotherdayIwashavingamongthesacks%HESITATION
JackWhitehall1,99,100,1,85,99,2551,2970,44,withmygirlfriends%HESITATIONnoIwasn'tsorryaIjustrememberedmyofmygovernmentthatIcanonlysaythisonTVifIsaythatitwasafriendofmine'ssofriendofminewashavingsexwithmygirlfriend
JackWhitehall1,113,114,1,100,113,3001,3390,43,andhedoesthatmeanintheendthatlittlepostcoitalmomentofsilencewithsomeonehastosaysomethingIsaidthemostBritishthingthathaseverbeensaidinthebedroomIfinishedandwentwellIhopebrava
JackWhitehall1,134,136,1,114,134,3421,4020,50,mynewswhydowedonowfiveyearsrightbutwehavethefiveyearconversationtheotherdayshewaslikeiconkeepintroducingyouwithmyboyfriendbussochildishyoucouldbemypartnerbutthat'squiteformalloversoulmateIwaslikelablotus
JackWhitehall1,141,146,1,136,141,4081,4230,9,mandalitwhatanidealtenantnettenantspayrent
JackWhitehall1,158,159,1,146,158,4381,4740,54,Iknowjoggingiswhatwouldthelanguagebarrierthat'swhat'sgreataboutbeinghitIwenttoSpainrecentlyitwasadisasterokayIwenttothisrestaurantIneededtogototherestroomIdon'tagainsttoomuchdetailbutIneededtodropthekidsoffatthepool
JackWhitehall1,226,227,1,159,226,4771,6780,163,Idotoflushitdoesn'tworkacrossagainstillnotlookingfivesixseventimesItrytoflushthisthingdownitwillnotgosonotonlydotherightthinghereI'mnotgonnadohitandrunIwillgooutandincludeamemberofstuffthatthereisaproblemwiththefacilitiesnightIgototherestaurantIfindawaiterunfortunateIdidspeakingSpanishhedoesn'tspeakawordofEnglishIamnotcomingtokindofgesturetothismanunlikedisputedjustcomeinandthenjustleavethemalonesoIjustwantedmetoseeoffofallistoamodestacrosshimintotherestroombutIpointedoutwhatdoIwanttoflushitwentdownstraightawayIwounduptightit'sgoingverysensitiveasachildIwouldnotgoingtoschoolifIwasnotfeelingemotionallystableenough
JackWhitehall1,241,243,1,227,241,6811,7230,47,argumentsIhavewithmypoormothersheBlackJackyouhavetogointoschooltodayIwaslikemotherIaminmourninghopesomedon'trespectwomanbutdon'tyoudaregivemeallthishewasjustalieandmovedalsowas
JackWhitehall1,262,263,1,243,262,7291,7860,70,I'mnotadoctorninethingismyfavoritefilmorI'mnotashamedtosayI'magrownmanthat'smyfavoritefilmI'vehadfightswithpeopleaboutthelyingkingIhadafightinthedaywiththisgoesshewasn'tupsetorIndiarightwhenhe'shipstertypesokayyouknowthehipstersshehopaheadpublishingjustshavedoffthesideofthehead
JackWhitehall1,266,268,1,263,266,7891,7980,13,youlooklikeyou'regoingtojointhemarinesandthenwentto
JackWhitehall1,280,281,1,268,280,8041,8400,36,butitwasnotquitegetreadyforitisthehomedinnerofaquiterightIthinkthelyingkingismyfavoritecomestoitbeafavoritefilmthelyingkingkids
